name,key_skills,salary_from,salary_to,salary_currency,area_name,published_at
"Java back end developer (Middle, Senior)","Java
Java EE
SQL",,,,Краснодар,2019-07-18T16:24:50+0300
Ведущий backend разработчик,Go,,200000.0,RUR,Москва,2019-07-15T14:32:32+0300
Технический архитектор (backend / web / api проектов),"PHP
Laravel
Python3
.Net
C#
MS SQL
MySQL
PostgreSQL
Amazon AWS
Azure
Google Cloud",100000.0,140000.0,RUR,Екатеринбург,2019-09-26T13:32:21+0300
Java-backend разработчик,"Agile Project Management
Scrum
AngularJS
Node.js
React
Java Servlets
JSP
Git",,,,Санкт-Петербург,2019-09-26T17:18:39+0300
Senior backend developer (Javascript),"JavaScript
Работа в команде
TypeScript
Nest.Js
Node.js",180000.0,,RUR,Санкт-Петербург,2019-10-26T17:19:04+0300
"Старший разработчик backend, PHP",,80000.0,130000.0,RUR,Санкт-Петербург,2019-03-07T19:11:14+0300
Senior backend (Kotlin) developer,"Java
Kotlin",270000.0,,RUR,Москва,2019-03-07T11:07:04+0300
Программист-разработчик PHP backend,"PHP
MySQL
SQL
ООП
Git",,,,Москва,2019-08-12T17:17:38+0300
Web backend/Ruby разработчик,,,,,Саратов,2019-08-15T09:33:23+0300
Junior PHP-программист (backend),"PHP
SQL
MySQL
Nginx
Linux
Git
ООП
Yii2
PHP5
PHP7
Администрирование серверов Linux
Laravel
Symfony
Redis
MongoDB
Apache HTTP Server
Unix
Zend Framework
Codeigniter",60000.0,90000.0,RUR,Москва,2019-07-16T10:20:11+0300
"Программист .NET (frontend, backend)","C#
React
ASP.NET
.NET Framework
JSON API
jQuery
JavaScript
MVC
MS SQL Server
PostgreSQL",,,,Ташкент,2019-07-16T10:40:50+0300
"Ведущий PHP разработчик (backend, symfony)",,,,,Москва,2019-08-15T12:28:29+0300
"Ведущий PHP разработчик (backend, symfony)",,,,,Москва,2019-08-15T12:28:29+0300
Senior/Middle Java backend developer,"Java
Lambda
Vert.x
Английский язык",,,,Санкт-Петербург,2019-11-25T18:22:22+0300
Разработчик Bitrix24 (backend),"PHP
MySQL
REST
SOAP
Битрикс24
Bitrix24
ООП
CRM",,,,Санкт-Петербург,2019-10-24T13:49:58+0300
PHP-программист (backend/frontend–разработчик) / WEB - программист,"PHP
HTML
JavaScript
MySQL
CSS
jQuery
Joomla CMS
MS SQL
1С-Битрикс
SQL
CMS Wordpress
frontend
Frontend",60000.0,70000.0,RUR,Казань,2019-07-17T15:16:24+0300
PHP-программист (backend/frontend–разработчик) / WEB - программист,"PHP
HTML
JavaScript
MySQL
CSS
jQuery
Joomla CMS
MS SQL
1С-Битрикс
SQL
CMS Wordpress
frontend
Frontend",60000.0,70000.0,RUR,Алматы,2019-07-17T15:17:40+0300
Младший backend-разработчик (IBM Integration Bus),"IBM
SQL
Серверное программирование
Bank Software
ООП
Структуры данных
Java",,,,Воронеж,2019-02-28T16:43:22+0300
DevOps Engineer (команда backend),"Docker
Hiera
Scribe
Zabbix
Linux
Jenkins
Python
Ruby
Debian",,,,Санкт-Петербург,2019-02-28T17:27:43+0300
Web (веб) программист / backend developer,"PHP
HTML5
MySQL
JavaScript",30000.0,,RUR,Самара,2019-11-01T11:39:32+0300
Backend разработчик / backend developer,"Node.js
Git
SQL",,100000.0,RUR,Ульяновск,2019-11-01T14:48:16+0300
Backend разработчик / backend developer,"Node.js
Git
SQL",,100000.0,RUR,Таганрог,2019-11-01T15:28:37+0300
Backend разработчик / backend developer,"Node.js
Git
SQL",,100000.0,RUR,Пенза,2019-11-01T15:28:37+0300
Backend разработчик / backend developer,"Node.js
Git
SQL",,100000.0,RUR,Нижний Новгород,2019-11-01T15:28:37+0300
Senior backend developer,"Java
Node.js",,,,Москва,2019-11-01T15:38:15+0300
"Java-разработчик, backend","Java EE
Java
Spring Framework
Git
SVN
Unit Testing",120000.0,150000.0,RUR,Москва,2019-03-15T18:43:53+0300
PHP backend senior developer (Symfony/Laravel),"PHP
Laravel
Software Development
Symfony
Docker
Git
Linux
MySQL
REST
API
Python
PHPUnit",160000.0,,RUR,Санкт-Петербург,2019-12-05T17:35:20+0300
Senior/Middle Java backend developer,"Java
Lambda
Vert.x
Английский язык",,,,Санкт-Петербург,2019-12-05T17:40:17+0300
"Senior PHP developer (symfony, микросервисы)","PHP
Symfony",130000.0,,RUR,Москва,2019-12-05T18:26:31+0300
PHP - разработчик/Fullstack разработчик (back end php laravel),"Teamleading
Работа в команде
Teambuilding",70000.0,120000.0,RUR,Тольятти,2019-11-09T13:22:59+0300
PHP - разработчик/Fullstack разработчик (back end php laravel),"Teamleading
Работа в команде
Teambuilding",70000.0,120000.0,RUR,Тольятти,2019-11-09T13:22:59+0300
Java-разработчик (backend),"Java
Java EE
SQL
CRM",,,,Москва,2019-01-17T19:51:08+0300
Ведущий backend разработчик/ Team Lead команды backend,,,,,Москва,2019-06-28T17:50:51+0300
Ведущий backend-разработчик (PHP-Laravel + Golang),"Golang
Git
NoSQL
Design Patterns
MySQL
PHP
Laravel",220000.0,250000.0,RUR,Москва,2019-08-21T11:44:39+0300
Web-программист Node.js backend,"Blockchain
GraphQL
EOS
Redis
DynamoDB
Node.js
SQL
Git
Ethereum
JavaScript
MySQL
PHP
AWS",20000.0,120000.0,RUR,Томск,2019-02-28T07:44:46+0300
"Senior C# developer (web, backend, mobile)","C#
jQuery
Git
MS SQL
ASP.NET
JavaScript
Entity Framework
.NET Framework
HTML
WCF
MS SQL Server
MS Visual Studio
WPF
CSS
Bootstrap
Ajax
MVC
HTML5",75000.0,150000.0,RUR,Симферополь,2019-01-18T10:46:05+0300
"PHP-программист (laravel, yii, simfony)","PHP
Yii
Laravel
JavaScript
Git
MySQL",60000.0,,RUR,Ростов-на-Дону,2019-02-04T09:28:39+0300
"PHP-программист (laravel, yii, simfony)","PHP
Yii
Laravel
JavaScript
Git
MySQL",60000.0,,RUR,Ростов-на-Дону,2019-02-04T09:28:39+0300
Программист С# (backend),"web сервер
API
C#
SQL
JSON API
PostgreSQL
Git
desktop",130000.0,,RUR,Москва,2019-04-14T12:19:29+0300
Full-stack/backend разработчик в игровую компанию,"Git
JavaScript
Vue
HTML5
Node.js
MongoDB
React
AWS
Python
CSS3
Elastic Search
DynamoDB
Docker",70000.0,120000.0,RUR,Калининград,2019-03-15T14:44:53+0300
Web разработчик (backend),"Git
Symfony
HTML
HTML5
PHP5
PHP",,,,Москва,2019-03-15T15:37:42+0300
Web разработчик (backend),"Git
Symfony
HTML
HTML5
PHP5
PHP",,,,Фрязино,2019-03-15T15:37:42+0300
QA-инженер (backend),"QA
Java SE
Postgress/Mongo
Postman
Linux
Тестирование
Администрирование серверов Linux
Java
Проведение тестирований",,,,Санкт-Петербург,2019-02-14T12:31:01+0300
Разработчик Python backend,,,140000.0,RUR,Ростов-на-Дону,2019-05-31T17:31:18+0300
Разработчик Java backend,,,,,Москва,2019-03-11T16:10:09+0300
"Программист PHP, NodeJS, Веб-разработчик (WEB), backend","Nginx
Linux
SQL
Администрирование
PHP
Node.js
Web Design
HTML
Full stack",100000.0,,RUR,Санкт-Петербург,2019-09-26T10:48:07+0300
Junior backend developer,,80000.0,120000.0,RUR,Москва,2019-07-18T11:05:45+0300
"Ведущий разработчик (python, django)",,,,,Москва,2019-08-08T10:37:39+0300
Стажёр backend разработчик,,20000.0,40000.0,RUR,Москва,2019-04-19T14:31:32+0300
Middle backend разработчик,,60000.0,100000.0,RUR,Иркутск,2019-07-04T13:40:59+0300
Java backend developer,"Redis
twilio
amazonaws
dropwizard
bouncycastle
protobuf-java
jersey",,,,Москва,2019-02-21T13:34:58+0300
Senior backend developer (Java),,,,,Москва,2019-03-18T11:38:21+0300
Middle/Senior backend-developer PHP (bitrix),"1С-Битрикс
PHP",50000.0,80000.0,RUR,Челябинск,2019-02-18T13:21:28+0300
Старший инженер-разработчик (backend),,,,,Москва,2019-02-18T15:58:49+0300
Старший инженер-разработчик (backend),,,,,Нижний Новгород,2019-02-18T15:58:49+0300
Старший инженер-разработчик (backend),,,,,Ростов-на-Дону,2019-02-18T15:58:49+0300
Старший инженер-разработчик (backend),,,,,Санкт-Петербург,2019-02-18T15:58:49+0300
Старший инженер-разработчик (backend),,,,,Новосибирск,2019-02-18T15:58:49+0300
Senior Node.js backend developer / Ведущий Node.js backend-разработчик,"blockchain
JavaScript
Node.js
Websocket
Bootstrap
HTML5",,,,Москва,2019-01-09T10:39:24+0300
Junior C# (backend) developer,,,,,Москва,2019-03-22T12:53:00+0300
PHP backend разработчик,,80000.0,110000.0,RUR,Москва,2019-02-18T13:08:56+0300
ASP.NET specialist (backend/full stack),"C#
Git
.NET Framework
ASP.NET
MS Visual Studio
LINQ
WCF
SQL
XML
UML
REST
SOAP
TFS",,,,Пермь,2019-01-09T11:56:04+0300
Python backend разработчик,,50000.0,100000.0,RUR,Екатеринбург,2019-01-09T12:47:45+0300
"Lead Java Backend Developer (Ведущий Java разработчик, бэкенд)","Java
Spring Framework",,,,Санкт-Петербург,2019-10-14T18:24:30+0300
PHP-разработчик (backend),,,,,Москва,2019-06-18T08:09:26+0300
Senior backend (Kotlin) developer,"Java
Kotlin",270000.0,,RUR,Москва,2019-06-20T18:39:45+0300
QA Automation Engineer (backend),,,,,Нижний Новгород,2019-07-23T09:17:02+0300
QA Automation Engineer (backend),,,,,Москва,2019-06-17T11:16:24+0300
"Программист C# (backend, .net core, webapi, services)","C#
.NET Framework
SQL
MVC
ASP.NET
.NET Core",110000.0,,RUR,Санкт-Петербург,2019-05-01T16:52:13+0300
PHP-разработчик программист (backend),"PHP
PostgreSQL
Symfony
Nginx
Vagrant
Design Patterns",100000.0,150000.0,RUR,Новосибирск,2019-04-01T17:14:19+0300
PHP-разработчик программист (backend),"PHP
PostgreSQL
Symfony
Nginx
Vagrant
Design Patterns",100000.0,150000.0,RUR,Екатеринбург,2019-04-01T17:14:19+0300
PHP-разработчик программист (backend),"PHP
PostgreSQL
Symfony
Nginx
Vagrant
Design Patterns",100000.0,150000.0,RUR,Нижний Новгород,2019-04-01T17:14:19+0300
PHP-разработчик программист (backend),"PHP
PostgreSQL
Symfony
Nginx
Vagrant
Design Patterns",100000.0,150000.0,RUR,Казань,2019-04-01T17:14:19+0300
PHP-разработчик программист (backend),"PHP
PostgreSQL
Symfony
Nginx
Vagrant
Design Patterns",100000.0,150000.0,RUR,Челябинск,2019-04-01T17:14:19+0300
PHP-разработчик программист (backend),"PHP
PostgreSQL
Symfony
Nginx
Vagrant
Design Patterns",100000.0,150000.0,RUR,Омск,2019-04-01T17:14:19+0300
PHP-разработчик программист (backend),"PHP
PostgreSQL
Symfony
Nginx
Vagrant
Design Patterns",100000.0,150000.0,RUR,Самара,2019-04-01T17:14:19+0300
PHP-разработчик программист (backend),"PHP
PostgreSQL
Symfony
Nginx
Vagrant
Design Patterns",100000.0,150000.0,RUR,Ростов-на-Дону,2019-04-01T17:14:19+0300
PHP-разработчик программист (backend),"PHP
PostgreSQL
Symfony
Nginx
Vagrant
Design Patterns",100000.0,150000.0,RUR,Уфа,2019-04-01T17:14:19+0300
PHP-разработчик программист (backend),"PHP
PostgreSQL
Symfony
Nginx
Vagrant
Design Patterns",100000.0,150000.0,RUR,Красноярск,2019-04-01T17:14:19+0300
PHP-разработчик программист (backend),"PHP
PostgreSQL
Symfony
Nginx
Vagrant
Design Patterns",100000.0,150000.0,RUR,Пермь,2019-04-01T17:14:19+0300
PHP-разработчик программист (backend),"PHP
PostgreSQL
Symfony
Nginx
Vagrant
Design Patterns",100000.0,150000.0,RUR,Воронеж,2019-04-01T17:14:19+0300
PHP-разработчик программист (backend),"PHP
PostgreSQL
Symfony
Nginx
Vagrant
Design Patterns",100000.0,150000.0,RUR,Волгоград,2019-04-01T17:14:19+0300
Начинающий WEB / backend программист - разработчик (PHP),"PHP
Yii
Yii2
MySQL
Ajax
Git
Bootstrap
MVC
Apache HTTP Server",20000.0,,RUR,Йошкар-Ола,2019-04-01T18:52:57+0300
Frontend Developer (или переквалификация для бэкендеров),"HTML
CSS
JavaScript
jQuery
React
Frontend
React Native
Переквалификация
холодная голова, горячее сердце, чистые руки
всё равно никто не читает теги",40000.0,,RUR,Омск,2019-01-16T10:27:40+0300
Junior/Middle backend developer (PHP разработчик),"PHP5
ORM
ООП
MVC
Linux",40000.0,80000.0,RUR,Санкт-Петербург,2019-01-16T12:01:14+0300
"Middle back-end developer (php, yii2)","yii2
PHP5
Git
Yii
ООП
PHP",120000.0,150000.0,RUR,Москва,2019-08-22T10:15:23+0300
Старший PHP разработчик бэкенд/ Senoir developer PHP,"SQL
PostgreSQL
Symfony
RabbitMQ
CQRS
REST
PHP7",170000.0,,RUR,Москва,2019-07-25T09:14:08+0300
Главный backend программист (Java),"Java
Spring Framework",,,,Москва,2019-07-01T11:48:01+0300
Senior/Middle automation backend QA engineer,"Python
Linux
Java",,,,Санкт-Петербург,2019-06-07T17:56:28+0300
PHP backend разработчик,,30000.0,100000.0,RUR,Севастополь,2019-06-03T11:23:23+0300
"Программист-разработчик, yii2","Git
MySQL
Yii
php7",50000.0,,RUR,Новосибирск,2019-07-03T11:34:47+0300
PHP разработчик (backend),"MySQL
SQL
REST
Symfony
PHP
ООП",160000.0,250000.0,RUR,Москва,2019-03-25T10:06:31+0300
PHP разработчик backend (Middle),,50000.0,100000.0,RUR,Севастополь,2019-02-19T19:10:27+0300
Веб-разработчик yii2 framework,"пунктуальность
Исполнительность",,,,Томск,2019-02-20T08:11:36+0300
Junior/Middle backend developer (PHP разработчик),"PHP5
ORM
ООП
MVC
Linux",40000.0,80000.0,RUR,Санкт-Петербург,2019-02-20T08:42:02+0300
Java backend разработчик,,,,,Калуга,2019-02-18T09:35:12+0300
"Фронтенд, бэкенд (Javascript, Scala) программист","JavaScript
HTML
Java
SQL
CSS",,,,Новокузнецк,2019-10-15T11:20:17+0300
РНР yii2 разработчик (only Middle),,180000.0,200000.0,RUR,Москва,2019-12-03T13:26:04+0300
Java script – разработчик (бэк энд и фронт энд),"Java
Hibernate ORM
Spring Framework
Java SE
База данных: Oracle",,,,Алматы,2019-10-15T14:02:33+0300
Python backend разработчик,"Python
Git
Django Framework
PostgreSQL
Linux
Celery",,,,Москва,2019-11-11T14:24:27+0300
PHP-программист (laravel),"PHP
laravel
Git",80000.0,120000.0,RUR,Москва,2019-05-18T15:49:19+0300
Python Middle Developer (backend программист),"Python
Git
Django Framework
ООП
TDD",80000.0,140000.0,RUR,Санкт-Петербург,2019-05-18T16:27:16+0300
Junior backend разработчик (NodeJS),,51000.0,57000.0,RUR,Ростов-на-Дону,2019-05-18T16:43:41+0300
Senior/Middle PHP developer (backend),"PHP
Symfony
Laravel
PostgreSQL
ORACLE
PHPUnit
Codeception
Docker",,,,Москва,2019-05-15T11:51:20+0300
Senior backend PHP,,,,,Нижний Новгород,2019-04-19T09:02:57+0300
Senior PHP developer (laravel),,,,,Санкт-Петербург,2019-07-11T08:13:52+0300
Python backend разработчик,,150000.0,,RUR,Москва,2019-04-05T17:12:09+0300
JS-программист backend/frontend,"JavaScript
jQuery
AngularJS
SOAP
REST
Node.js
HTML5
CSS3
Express",,,,Москва,2019-04-06T08:10:34+0300
Программист .net backend,"C#
Entity Framework
WCF services
ADO.NET
MS SQL Server",,,,Тольятти,2019-04-07T07:53:46+0300
PHP-разработчик программист (backend),"Блочная верстка
CSS
Администрирование серверов Linux
Верстка
HTML
Кроссбраузерная верстка
jQuery
Laravel
Codeigniter
SQL
CSS3
ООП
REST
Git
Linux
XML
JavaScript
MySQL
HTML5
PHP5
PHP
Bootstrap
MVC",45000.0,100000.0,RUR,Красноярск,2019-04-07T19:10:08+0300
Python (Web+backend) разработчик,"Python
JavaScript
Django Framework
HTML
CSS
Git",90000.0,,RUR,Ижевск,2019-07-12T09:51:08+0300
Python (Web+backend) разработчик,"Python
JavaScript
Django Framework
HTML
CSS
Git",90000.0,,RUR,Самара,2019-07-12T09:51:08+0300
PHP backend-разработчик,,,,,Москва,2019-12-10T09:45:08+0300
Software Developer Kotlin backend (new product for QA),,200000.0,,RUR,Москва,2019-04-29T14:05:34+0300
Senior C# .NET Core web backend developer,,120000.0,,RUR,Самара,2019-08-26T17:13:21+0300
Инженер-программист II категории (backend php разработчик),,50000.0,,RUR,Уфа,2019-03-14T08:17:22+0300
Инженер-программист I категории (backend php разработчик),,70000.0,,RUR,Уфа,2019-03-14T08:18:35+0300
Программист junior/ middle backend/fullstuck (PHP Developer),"JavaScript
MySQL
Git
AngularJS
HTML",50000.0,,RUR,Санкт-Петербург,2019-12-28T11:08:42+0300
Middle python (django) программист,"Python
Django Framework
JavaScript
PostgreSQL
jQuery
Git
Linux
HTML5
CSS3
MySQL
Nginx
Администрирование серверов Linux
vuejs",100000.0,,RUR,Москва,2019-12-25T14:58:08+0300
PHP-программист (laravel),"PHP
laravel
Git",80000.0,120000.0,RUR,Москва,2019-12-28T15:07:19+0300
PHP-программист (laravel),"MySQL
JavaScript
HTML
CSS
jQuery
PHP
Git
Linux
Laravel",,,,Минск,2019-02-06T10:11:02+0300
Senior Net backend developer,,80000.0,100000.0,RUR,Новосибирск,2019-02-01T11:09:55+0300
Developer Golang/PHP (backend),"GO
PHP
MySQL
PostgreSQL
Docker
Redis
Symfony
Linux",,140000.0,RUR,Москва,2019-06-17T10:19:13+0300
Ведущий backend разработчик,"MySQL
PHP
Laravel
Git",150000.0,225000.0,RUR,Москва,2019-05-06T11:40:27+0300
Senior PHP developer \ Teamlead backend,"PHP7
Vue.js
Laravel
Redis
*nix shell
Git
highload",,,,Москва,2019-05-06T12:38:13+0300
"Senior Software Developer (backend, Rust)",,,,,Санкт-Петербург,2019-06-03T11:08:01+0300
Тестировщик в сервис Яндекс.Еда (бекенд),,,,,Москва,2019-05-06T15:59:03+0300
.NET backend-developer,".NET Framework
C#
SQL
Git",,,,Алматы,2019-04-08T08:13:26+0300
Middle+ .Net Developer (backend),".NET (C#, WebAPI, .Net Core); шаблоны проектирования, SOLID; MS SQL; Entity Framework",,,,Минск,2019-05-08T11:42:29+0300
Middle backend PHP Bitrix разработчик,"CSS
Git
1С-Битрикс
JavaScript
PHP
HTML
jQuery
Веб-программирование
PHP5
HTML5
CSS3
Java",100000.0,,RUR,Москва,2019-05-25T10:50:02+0300
Тестировщик мобильных приложений и backend,,,,,Москва,2019-09-13T16:59:37+0300
PHP-разработчик/программист (backend),"Блочная верстка
CSS
Администрирование серверов Linux
Верстка
HTML
Кроссбраузерная верстка
jQuery
Laravel
Codeigniter
SQL
CSS3
ООП
REST
Git
Linux
XML
JavaScript
MySQL
HTML5
PHP5
PHP
Bootstrap
MVC",60000.0,150000.0,RUR,Красноярск,2019-09-13T17:56:24+0300
PHP программист (fullstack / backend),"PHP
JavaScript
MySQL
jQuery
Git
Laravel
Vue",80000.0,,RUR,Санкт-Петербург,2019-07-17T17:22:06+0300
Старший специалист по тестированию (backend),"Функциональное тестирование
Регресионное тестирование
SQL
JSON API
Git",,,,Воронеж,2019-07-23T16:08:08+0300
Junior C# (backend) developer,,,,,Москва,2019-09-17T20:20:06+0300
Разработчик.NET c#(backend),".NET Framework
ASP.NET
C#
ASP.NET Core
SQL
Git",,,,Москва,2019-03-26T14:16:21+0300
Стажер-разработчик бекенда,"C++
Java
Python",,,,Екатеринбург,2019-08-02T19:05:35+0300
Fullstack developer (PHP laravel + Vue JS),"JavaScript
PHP
1С: Розница
Корпоративная этика",120000.0,,RUR,Москва,2019-08-02T20:41:04+0300
Java backend разработчик,"PostgreSQL
Java
MySQL
Spring Framework
Hibernate ORM
SQL
Atlassian Jira
Java SE
Java EE
Базы данных
Cистемы управления базами данных",100000.0,150000.0,RUR,Санкт-Петербург,2019-09-02T13:25:10+0300
Java backend developer,"Java
Spring Framework
JVM
RxJava
Akka
Netty
Spark
SCALA",,,,Москва,2019-04-22T12:20:28+0300
Python разработчик (backend),"RabbitMQ
Git
Celery
asyncio
Linux
PostgreSQL
sanic
Redis
peewee
Python
Flask",100000.0,200000.0,RUR,Химки,2019-09-06T10:34:11+0300
Ведущий backend разработчик,Go,,200000.0,RUR,Нижний Новгород,2019-07-15T14:32:32+0300
Ведущий backend разработчик,Go,,200000.0,RUR,Казань,2019-07-15T14:32:31+0300
Ведущий backend разработчик,Go,,200000.0,RUR,Санкт-Петербург,2019-07-15T14:32:32+0300
Ведущий backend разработчик,Go,,200000.0,RUR,Курск,2019-07-15T14:32:32+0300
Ведущий backend разработчик,Go,,200000.0,RUR,Ростов-на-Дону,2019-07-15T14:32:32+0300
Ведущий backend разработчик,Go,,200000.0,RUR,Краснодар,2019-07-15T14:32:32+0300
Python Middle Developer (backend программист),"Python
Git
Django Framework
ООП
TDD",80000.0,140000.0,RUR,Санкт-Петербург,2019-07-20T10:41:30+0300
Программист .net backend,"C#
Entity Framework
WCF services
ADO.NET
MS SQL Server",,,,Тольятти,2019-06-20T10:43:53+0300
Senior Net backend developer,,80000.0,100000.0,RUR,Новосибирск,2019-04-05T11:27:25+0300
Ведущий backend разработчик/ Team Lead команды backend,,,,,Москва,2019-04-12T13:38:26+0300
Python developer/ backend разработчик,,150000.0,,RUR,Москва,2019-06-07T18:18:51+0300
PHP-программист (backend/frontend–разработчик),"PHP
HTML
JavaScript
MySQL
CSS
jQuery
Joomla CMS
MS SQL
1С-Битрикс
SQL
CMS Wordpress
frontend
Frontend",60000.0,70000.0,RUR,Ростов-на-Дону,2019-06-13T08:53:01+0300
Программист .net backend,"C#
Entity Framework
WCF services
ADO.NET
MS SQL Server",,,,Тольятти,2019-05-14T09:33:28+0300
Web backend разработчик,"Python
Django Framework
PostgreSQL
REST",50000.0,,RUR,Новосибирск,2019-08-06T09:02:00+0300
Django backend developer,"Django Framework
Python
PostgreSQL
Git",,,,Алматы,2019-09-05T09:22:12+0300
"Java back end developer (Middle, Senior)","Java
Java EE
SQL",,,,Краснодар,2019-08-06T11:00:28+0300
Java backend developer (Middle),"Java Core (8)
Java
GraphQL
REST
ClickHouse
Написание Unit-тестов
Gradle
Maven
SQL
NoSQL
Git
RocksDB",,,,Саранск,2019-08-06T11:02:34+0300
Разработчик backend (.NET/MS SQL),,,,,Москва,2019-10-01T20:09:56+0300
"Java backend developer (Германия, г. Кёльн)",,,,,Нижний Новгород,2019-02-18T07:34:13+0300
"Java backend developer (Германия, г. Кёльн)",,,,,Москва,2019-03-20T12:30:44+0300
"Java backend developer (Германия, г. Кёльн)",,,,,Санкт-Петербург,2019-02-18T07:36:21+0300
Django backend developer,"REST
Git
Docker
Django Framework
DRF
Python
Linux",100000.0,220000.0,RUR,Москва,2019-03-20T08:57:34+0300
"Full stack, back end web-разработчик OpenCart, WordPress, PHP","CMS Wordpress
HTML
Joomla CMS
CSS
JavaScript
HTML5
jQuery
MySQL
Bootstrap
ООП
PHP
opencart
Веб-программирование
Кроссбраузерная верстка",10000.0,15000.0,UAH,Киев,2019-04-01T23:05:04+0300
"Backend разработчик (php,yii)","PHP
Yii",80000.0,100000.0,RUR,Пермь,2019-04-02T11:20:55+0300
Senior C# .NET Core web backend developer,,120000.0,,RUR,Самара,2019-01-30T13:24:46+0300
Разработчик мобильного банка (Kotlin backend developer),,100000.0,180000.0,RUR,Санкт-Петербург,2019-02-08T16:36:54+0300
Java backend разработчик (junior),Java,,,,Москва,2019-01-11T13:16:49+0300
Технический архитектор (backend / web / api проектов),,100000.0,140000.0,RUR,Красноярск,2019-12-22T16:48:42+0300
PHP-разработчик (на symfony),,80000.0,120000.0,RUR,Екатеринбург,2019-12-23T09:58:50+0300
Старший разработчик C# ASP.NET (backend),,160000.0,,RUR,Москва,2019-06-04T09:48:51+0300
WEB разработчик (backend),"Git
Symfony
HTML5
Yii
PHP",,,,Москва,2019-07-23T16:49:58+0300
Младший PHP-разработчик (backend),"PHP
MySQL
Битрикс24
1С-Битрикс
ООП
REST
SOAP",,,,Санкт-Петербург,2019-11-07T12:50:50+0300
Разработчик backend (.NET/MS SQL),,,,,Чебоксары,2019-11-07T12:56:59+0300
Руководитель группы разработки бэкенда (Python),"Python
Flask",,,,Москва,2019-12-02T09:42:13+0300
"Middle PHP developer (symfony, highload service)","PHP
Symfony
RabbitMQ
Memcached
Redis
MySQL
ERP",100000.0,,RUR,Москва,2019-11-07T16:48:00+0300
Java backend разработчик,"Spring Framework
Hibernate ORM
JUnit
Apache Maven
Atlassian Jira",,,,Санкт-Петербург,2019-11-07T17:53:17+0300
Senior Java backend разработчик,"Spring Framework
Java
Apache Maven
Управление проектами
Разработка технических заданий",,,,Санкт-Петербург,2019-11-07T18:14:22+0300
"Web-программист (PHP, бэкенд)","PHP
SQL",,,,Новосибирск,2019-02-14T07:36:59+0300
Разработчик Solidity/Go (back end),,150000.0,,RUR,Москва,2019-02-20T14:13:59+0300
Senior backend developer,,180000.0,,RUR,Санкт-Петербург,2019-12-09T14:24:46+0300
Web-разработчик front end/ back end,,,,,Екатеринбург,2019-09-27T14:39:25+0300
Senior backend developer,"PaaS
NoSQL
Kotlin
Java
C#
Unity
SVN
Git",,220000.0,RUR,Санкт-Петербург,2019-10-27T14:55:48+0300
Java-разработчик (backend),"Git
Java
Java Servlets
Kotlin
Linux
Spring Framework",,,,Москва,2019-09-27T16:33:24+0300
Senior Python server (backend) программист,"Python
Git
PostgreSQL
Bash
Linux",150000.0,,RUR,Москва,2019-10-25T22:10:25+0300
Разработчик бекенда в службу эффективности платформы Такси,"C++
STL
MongoDB
Redis
PostgreSQL
Unix
Linux",,,,Москва,2019-08-30T14:09:30+0300
Разработчик бекенда в службу эффективности платформы Такси,"C++
STL
MongoDB
Redis
PostgreSQL
Unix
Linux",,,,Санкт-Петербург,2019-08-30T14:09:34+0300
"Web разработчик (PHP, backend)",,,,,Минск,2019-06-03T19:17:29+0300
Java/Kotlin backend разработчик,,51000.0,90000.0,RUR,Ростов-на-Дону,2019-09-02T15:33:14+0300
Ведущий инженер-программист backend (в Калуге),"Git
Apache Maven
SVN",110000.0,160000.0,RUR,Москва,2019-10-02T16:26:34+0300
Ведущий инженер-программист backend (в Калуге),"Git
Apache Maven
SVN",110000.0,160000.0,RUR,Тула,2019-10-02T16:26:34+0300
Ведущий инженер-программист backend (в Калуге),"Git
Apache Maven
SVN",110000.0,160000.0,RUR,Таганрог,2019-10-02T16:26:34+0300
Ведущий инженер-программист backend,"ООП
JavaScript
Java
Linux
SVN
Git",110000.0,160000.0,RUR,Обнинск,2019-10-03T09:59:10+0300
Senior backend developer (Java),,,,,Москва,2019-06-25T15:08:09+0300
Разработчик golang (backend),"Linux
Redis
PostgreSQL",,,,Ростов-на-Дону,2019-12-09T11:27:44+0300
"Веб-программист/web-программист (php, symfony)","MySQL
JavaScript
CSS3
jQuery
API
web-разработка
Веб-программирование
PHP
PHP7
Symfony",,120000.0,RUR,Волгоград,2019-11-21T10:47:58+0300
Junior PHP Developer (backend) / Младший PHP разработчик,,50000.0,90000.0,RUR,Москва,2019-11-21T11:43:04+0300
"Full-stack developer (php, laravel)","PHP
Git
laravel
Работа в команде",120000.0,200000.0,RUR,Санкт-Петербург,2019-02-10T14:42:34+0300
Lead backend developer,"PHP
Laravel
MySQL",,,,Самара,2019-01-11T17:15:23+0300
Clojure backend разработчик,"Spark
Kafka
Docker
AWS
Java
Python
Docker Compose
Tarantool
Clickhouse",,,,Москва,2019-06-19T14:08:08+0300
PHP backend developer,,80000.0,140000.0,RUR,Санкт-Петербург,2019-06-19T19:04:29+0300
Программист backend,"Python
MySQL
Git
jQuery
SQL
PostgreSQL
PHP
Bash
Администрирование серверов Linux
MongoDB
Node.js
Perl
Linux
Redis",60000.0,110000.0,RUR,Ростов-на-Дону,2019-06-16T21:49:01+0300
Разработчик backend,"jQuery
JavaScript
MySQL
CSS
HTML",,,,Калининград,2019-09-04T15:39:49+0300
