name,key_skills,salary_from,salary_to,salary_currency,area_name,published_at
PHP-разработчик (backend или full-stack),"Git
MySQL
PostgreSQL
Vue.js
PHP 7
Yii2",40000.0,70000.0,RUR,Севастополь,2019-12-23T18:22:20+0300
Full-stack (backend/frontend) программист,"Git
JavaScript
Python
jQuery
MySQL
Linux
HTML
PHP",,,,Москва,2019-12-10T11:22:44+0300
PHP-программист / web-разработчик / backend,"PHP
HTML
JavaScript
MySQL
SQL
PostgreSQL
Ajax
jQuery
CSS
Git
vuejs
vue
backend
laravel
PHP5
reactjs",70000.0,,RUR,Казань,2019-12-10T13:51:49+0300
Junior backend developer (Python),"Python
Git
SQL
Linux",,,,Санкт-Петербург,2019-12-10T14:06:56+0300
Ведущий администратор поддержки приложений (backend),"Transact-SQL
Python
PowerShell
MS SQL
C#
Bash
Администрирование серверов Windows",,,,Москва,2019-01-28T19:56:21+0300
Junior backend-разработчик,"SQL
MS SQL
HTML
Linux
PHP",,,,Москва,2019-05-16T11:18:59+0300
NodeJS бэкенд разработчик,"Nginx
Git
Linux
Node.js
JavaScript
typescript
express",,,,Москва,2019-11-24T14:57:04+0300
Технический архитектор (backend / web / api проектов),"PHP
Laravel
Python3
.Net
C#
MS SQL
MySQL
PostgreSQL
Amazon AWS
Azure
Google Cloud",100000.0,140000.0,RUR,Екатеринбург,2019-10-28T16:07:22+0300
Javascript разработчик (backend),"ООП
Git
SPA
Typescript
JavaScript
JSON API
HTTP
Node.js
SQL",,,,Пермь,2019-06-19T08:55:04+0300
Node.js Developer (backend),,,,,Москва,2019-02-05T12:24:19+0300
Middle/Senior backend разработчик,"Git
Node.js
MongoDB
Linux
XML
SOAP-XML, SOAP-JSON, JSON-RPC
TypeScript",,,,Ташкент,2019-12-11T09:12:53+0300
Разработчик Python/django,,70000.0,80000.0,RUR,Москва,2019-09-03T10:41:22+0300
Разработчик бекэнда (руководитель команды),,,,,Москва,2019-06-10T16:31:08+0300
PHP-разработчик laravel в Санкт-Петербург,"Git
JavaScript
MySQL
HTML5
PHP
Node.js
SQL",100000.0,150000.0,RUR,Москва,2019-06-10T16:38:04+0300
PHP-разработчик laravel в Санкт-Петербург,"Git
JavaScript
MySQL
HTML5
PHP
Node.js
SQL",100000.0,150000.0,RUR,Санкт-Петербург,2019-06-10T16:38:04+0300
PHP-разработчик laravel (Санкт-Петербург),"Git
JavaScript
MySQL
HTML5
PHP
Node.js
SQL",1500.0,2300.0,USD,Киев,2019-06-10T16:43:28+0300
PHP-разработчик laravel (в Санкт-Петербург),"Git
JavaScript
MySQL
HTML5
PHP
Node.js
SQL",100000.0,150000.0,RUR,Алматы,2019-06-10T16:49:15+0300
Python backend developer,"Python
Django Framework
PostgreSQL",,,,Санкт-Петербург,2019-07-05T10:27:37+0300
Performance testing Engineer (backend),,,,,Нижний Новгород,2019-10-16T11:27:46+0300
Junior backend developer,,80000.0,,RUR,Москва,2019-10-23T10:33:56+0300
Senior backend data engineer,"Spark
Hive
Kafka
Data Warehouse
Java
SCALA
Python",,,,Москва,2019-10-17T11:05:26+0300
Senior backend data engineer,"Spark
Hive
Kafka
Data Warehouse
Java
SCALA
Python",,,,Санкт-Петербург,2019-10-17T11:05:26+0300
Senior backend engineer(Scala),"Spark
Hive
Kafka
Data Warehouse
Java
SCALA
Python",,,,Новосибирск,2019-10-17T11:05:26+0300
Senior backend data engineer,"Spark
Hive
Kafka
Data Warehouse
Java
SCALA
Python",,,,Нижний Новгород,2019-10-17T11:05:26+0300
PHP backend-разработчик,,,,,Москва,2019-09-23T12:22:35+0300
.NET backend-developer,".NET Framework
C#
SQL
Git
ООП",,,,Алматы,2019-05-20T12:14:01+0300
Стажёр backend разработчик,,20000.0,40000.0,RUR,Москва,2019-05-20T12:19:20+0300
PHP разработчик (backend/api),"php 7
REST API
Unix/Linux
PHP разработчик
backend/api
Реализация внутреннего и публичного API для взаимодействия с мобильными приложениями и front-end
Разработка различных сервисов, в том числе по обработке событий (уведомлений).
Участие в проектировании API и БД совместно с архитектором.
Хорошее знание реляционных БД (MySQL, PostgreSQL)
Работа с системами контроля версий (svn).
Опыт разработки в команде.
Приветствуется знание фреймворка lumen
Опыт реализации и поддержки больших/сложных проектов.",,,,Москва,2019-05-28T14:03:07+0300
Middle backend developer,,120000.0,,RUR,Санкт-Петербург,2019-06-17T18:22:18+0300
Senior backend developer,,140000.0,,RUR,Санкт-Петербург,2019-06-19T17:46:47+0300
PHP backend developer (middle)/программист разработчик,"Symfony
PostgreSQL
MySQL
Linux
Laravel
Yii 2",130000.0,160000.0,RUR,Санкт-Петербург,2019-06-17T11:03:24+0300
Senior backend developer,,,,,Санкт-Петербург,2019-05-20T14:57:21+0300
Middle backend PHP+Laravel developer,"JavaScript
HTML
CSS
CSS3
Ajax
AngularJS
Git
jQuery
JSON API
Web Application Development
Laravel
SQL",60000.0,,RUR,Новосибирск,2019-10-17T15:20:24+0300
Web - разработчик (backend),"Git
AngularJS
PostgreSQL
PHP
Laravel
API
Linux
REST",,90000.0,RUR,Ростов-на-Дону,2019-12-04T15:34:59+0300
Стажер-разработчик бекенда,"Java
C++
Python",,,,Нижний Новгород,2019-12-04T16:31:40+0300
Ведущий Web-разработчик backend,,,130000.0,RUR,Кострома,2019-12-04T16:50:32+0300
Senior .NET Developer (backend),,,,,Пенза,2019-12-04T19:18:29+0300
Python (Web - backend) разработчик,"Python
JavaScript
Django Framework
HTML
CSS
Git",90000.0,,RUR,Казань,2019-09-24T17:25:39+0300
Python (Web+backend) разработчик,"Python
JavaScript
Django Framework
HTML
CSS
Git",90000.0,,RUR,Иваново (Ивановская область),2019-09-24T17:25:39+0300
Middle backend developer,"Node.js
Typescript
JavaScript",100000.0,140000.0,RUR,Москва,2019-10-24T21:05:57+0300
Tech Lead / Senior backend developer,,,,,Новосибирск,2019-05-29T11:18:40+0300
Junior backend developer (Python),,50000.0,70000.0,RUR,Санкт-Петербург,2019-06-21T10:26:10+0300
"QA Engineer (ручное тестирование, backend, UDF Team)","Тестирование
Linux
HTTP",,,,Санкт-Петербург,2019-01-25T17:42:22+0300
Senior backend-разработчик (blockchain),"C++
криптография
blockchain
WebAssembly
DLT",150000.0,,RUR,Москва,2019-12-03T13:48:46+0300
Python backend developer,,,,,Москва,2019-11-26T10:48:07+0300
Backend developer (бэкенд разработчик),SOLID Docker Git DBMS ООП,70000.0,85000.0,RUR,Краснодар,2019-11-26T13:31:26+0300
PHP backend developer (Symfony/Laravel),"PHP
Laravel
Software Development
Symfony
Docker
Git
Linux
MySQL
REST
API
Python
PHPUnit",100000.0,,RUR,Санкт-Петербург,2019-12-09T13:25:38+0300
Middle PHP-разработчик(yii2),"Yii
ООП
MySQL
Git",50000.0,,RUR,Ижевск,2019-12-30T16:07:28+0300
"QA Engineer (ручное тестирование, backend, UDF Team)","Тестирование
Linux
HTTP",,,,Санкт-Петербург,2019-06-10T15:51:31+0300
PHP-разработчик (backend),"PHP
Laravel
Symfony",,,,Санкт-Петербург,2019-05-14T16:23:04+0300
Python backend разработчик,"Python
Git
Django Framework
PostgreSQL
Linux
Celery",,,,Москва,2019-09-12T17:48:14+0300
Ведущий backend-разработчик (Laravel),,,200000.0,RUR,Москва,2019-09-12T09:58:33+0300
Ведущий бэкенд-разработчик,"PHP
HTTP
MySQL
JavaScript
Yii
Symfony",,,,Москва,2019-08-13T20:59:00+0300
Разработчик (backend & frontend),"CSS3
PHP
VUE
PHALCON
PHALCON FRAMEWORK
Веб-программирование
CSS
Кроссбраузерная верстка",60000.0,100000.0,RUR,Москва,2019-08-13T21:57:58+0300
.NET-разработчик бэкенд,"C#
ООП
Backend
MS SQL
Высоконагруженные системы
MS Visual Studio
Entity Framework
WCF
.NET Framework
.NET Core",90000.0,,RUR,Москва,2019-05-10T19:02:01+0300
Senior Java Developer - Java backend-разработчик,"Java
Spring Framework
ActiveMQ
Kafka
RabbitMQ
ORACLE
Maven
TeamCity
виртуализация",,,,Москва,2019-05-08T09:28:45+0300
"QA Engineer (ручное тестирование, backend, UDF Team)","Тестирование
Linux
HTTP
backend QA",,,,Санкт-Петербург,2019-02-25T17:17:51+0300
"QA Engineer (ручное тестирование, backend, UDF Team)","Тестирование
Linux
HTTP
backend QA",,,,Санкт-Петербург,2019-02-25T17:18:19+0300
"QA Engineer (ручное тестирование, backend, Feeds Team)","Тестирование
Linux
HTTP",,,,Санкт-Петербург,2019-02-25T17:19:12+0300
Разработчик на 1С-Битрикс (backend),,,,,Екатеринбург,2019-10-21T16:11:52+0300
C# backend developer,,160000.0,200000.0,RUR,Санкт-Петербург,2019-01-06T21:25:27+0300
Разработчик C# .NET (back end),"C#
MS SQL
краулинг
cURL",,,,Москва,2019-10-12T22:24:48+0300
C# backend разработчик,"C#
ASP.NET
Entity Framework
REST
MS SQL
SQL",,,,Москва,2019-09-30T11:06:34+0300
Разработчик бекенда в Авиабилеты,Python,,,,Екатеринбург,2019-09-08T19:12:45+0300
Junior backend developer,,80000.0,,RUR,Москва,2019-08-18T10:12:41+0300
Разработчик backend Node.js,"Node.js
MongoDB
RabbitMQ
Unit Testing
backend",180000.0,200000.0,RUR,Санкт-Петербург,2019-12-15T12:41:39+0300
PHP(laravel) разработчик,"1С-Битрикс
PHP
HTML
Git
JavaScript
jQuery",70000.0,,RUR,Санкт-Петербург,2019-12-15T13:29:33+0300
Тестировщик web-приложений (frontend & backend),"API
Функциональное тестирование
Регресионное тестирование
интеграционное тестирование",,,,Москва,2019-05-16T18:34:09+0300
Ведущий программист С# (backend),,,,,Уфа,2019-06-12T16:28:14+0300
Старший backend-разработчик (С#),,,,,Санкт-Петербург,2019-05-17T10:23:57+0300
Java backend developer,"Java
Spring Framework
JVM
RxJava
Akka
Netty
Spark
SCALA",,,,Москва,2019-03-22T19:56:32+0300
Инженер по автоматизации тестирования backend (myTarget),,,,,Москва,2019-03-27T19:48:04+0300
Python backend developer,"Git
Python
PostgreSQL
Django Framework
Docker
Linux",100000.0,120000.0,RUR,Москва,2019-04-25T19:09:38+0300
PHP-разработчик (backend),"PHP
Symfony",,,,Санкт-Петербург,2019-07-29T14:18:48+0300
"Java-разработчик, backend","Java EE
Java
Spring Framework
Git
SVN
Unit Testing",100000.0,180000.0,RUR,Москва,2019-08-28T14:55:58+0300
PHP-программист (yii2),"Yii
Git
PHP5
MySQL",50000.0,,RUR,Москва,2019-11-05T17:23:47+0300
Разработчик бекэнда Node.JS,"DevOps
Docker
Typescript
PostgreSQL
JavaScript
Socket.io
MongoDB
Node.js",90000.0,120000.0,RUR,Казань,2019-03-14T16:36:09+0300
Web-разработчик (backend),,,,,Санкт-Петербург,2019-06-07T14:03:02+0300
Java backend Senior,"Java
Spring Framework
Atlassian Jira",400000.0,750000.0,KZT,Алматы,2019-03-15T08:25:36+0300
Software Developer Kotlin backend (new product for QA),,200000.0,,RUR,Санкт-Петербург,2019-04-29T14:05:34+0300
Java-разработчик (backend),"Java
Spring Framework
Git
ООП
Apache Maven
REST
MS SQL
EJB
SOAP
JSON API
SQL
Java EE",150000.0,200000.0,RUR,Москва,2019-06-26T16:59:16+0300
.NET-разработчик бэкенд,"C#
ООП
Backend
MS SQL
Высоконагруженные системы
MS Visual Studio
Entity Framework
WCF
.NET Framework
.NET Core",90000.0,,RUR,Москва,2019-07-26T18:12:35+0300
Full-stack (backend/frontend) программист,"PHP
CSS
Базы данных
Разработка ПО
SQL",,,,Новосибирск,2019-12-31T08:01:20+0300
PHP-разработчик (на symfony),,80000.0,120000.0,RUR,Екатеринбург,2019-12-05T16:27:47+0300
Senior .NET Developer (backend),,,,,Уфа,2019-07-10T15:59:40+0300
Senior backend developer (PHP) — Authentication,PHP,140000.0,180000.0,RUR,Москва,2019-07-16T09:34:19+0300
Senior Software Developer (backend),,,,,Нижний Новгород,2019-06-10T12:09:41+0300
Python backend developer,"Python
Flask
MongoDB
SQL
Zabbix
Grafana",120000.0,150000.0,RUR,Санкт-Петербург,2019-07-10T13:09:43+0300
Программист на Python backend/middle (на дому),"Разработка нового продукта
Оптимизация бизнес-процессов
Управление командой
Linux
Pl/Python
PostgreSQL
MySQL
Django Framework
Информационные технологии
руководство командой разработчиков
Python
SQL",,,,Волгоград,2019-04-22T16:56:01+0300
"Java backend developer (Германия, г. Кёльн)",,,,,Санкт-Петербург,2019-05-23T08:16:24+0300
"Java backend developer (Германия, г. Кёльн)",,,,,Новосибирск,2019-05-23T08:19:23+0300
"Java backend developer (Германия, г. Кёльн)",,,,,Москва,2019-05-23T08:20:00+0300
"Java backend developer (Германия, г. Кёльн)",,,,,Нижний Новгород,2019-05-23T08:20:35+0300
Веб-разработчик (backend),"программист
программист php",80000.0,120000.0,RUR,Москва,2019-05-23T09:23:27+0300
"QA Engineer (ручное тестирование, backend, Feeds Team)","Тестирование
Linux
HTTP",,,,Санкт-Петербург,2019-01-16T15:04:23+0300
C# .NET backend developer,"C#
.NET Framework
REST
ASP.NET",100000.0,150000.0,RUR,Москва,2019-01-16T18:04:24+0300
Техлид / ведущий backend разработчик,,,,,Москва,2019-02-26T17:59:14+0300
Senior/Middle Java backend developer,"Java
Lambda
Vert.x
Английский язык",,,,Санкт-Петербург,2019-11-05T10:55:59+0300
Senior backend (php) программист,,,,,Москва,2019-05-22T16:02:13+0300
Full-stack разработчик (python/django),"Django Framework
Python
MySQL
JavaScript
HTML
CSS
Git",90000.0,150000.0,RUR,Москва,2019-04-09T22:35:06+0300
Full-stack разработчик (python/django),"Django Framework
Python
MySQL
JavaScript
HTML
CSS
Git",90000.0,150000.0,RUR,Новосибирск,2019-04-09T22:35:06+0300
Backend developer (бэкенд разработчик),"SOLID
Docker
Git
DBMS
ООП",50000.0,85000.0,RUR,Новороссийск,2019-11-12T12:58:42+0300
